title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,studio,domestic_gross,year,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Sport,Thriller,War,Western
Casino Jack,Casino Jack,2010-01-01,108.0,"Biography,Comedy,Crime",6.2,16191,ATO,1000000.0,2010-01-01,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyrannosaur,Tyrannosaur,2011-01-01,92.0,Drama,7.6,28454,Strand,22300.0,2011-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Muppets,The Muppets,2011-01-01,103.0,"Adventure,Comedy,Family",7.1,82752,BV,88600000.0,2011-01-01,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lawless,Lawless,2012-01-01,116.0,"Crime,Drama",7.3,214055,Wein.,37400000.0,2012-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zookeeper,Zookeeper,2011-01-01,102.0,"Comedy,Family,Romance",5.2,52396,Sony,80400000.0,2011-01-01,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
X-Men: First Class,X: First Class,2011-01-01,131.0,"Action,Adventure,Sci-Fi",7.7,608930,Fox,146400000.0,2011-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Taqwacores,The Taqwacores,2010-01-01,83.0,"Drama,Music",6.1,506,Strand,11400.0,2010-01-01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Animal Kingdom,Animal Kingdom,2010-01-01,113.0,"Crime,Drama",7.3,51576,SPC,1000000.0,2010-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Made in Dagenham,Made in Dagenham,2010-01-01,113.0,"Biography,Comedy,Drama",7.2,13121,SPC,1100000.0,2010-01-01,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cop Out,Cop Out,2010-01-01,107.0,"Action,Comedy,Crime",5.6,81656,WB,44900000.0,2010-01-01,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ride Along,Ride Along,2014-01-01,99.0,"Action,Comedy,Crime",6.2,94529,Uni.,134900000.0,2014-01-01,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ride Along,Ride Along,2012-01-01,87.0,Action,4.4,14,Uni.,134900000.0,2014-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winnie the Pooh,Winnie the Pooh,2011-01-01,63.0,"Adventure,Animation,Comedy",7.2,19605,BV,26700000.0,2011-01-01,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
We Have a Pope,Habemus Papam,2011-01-01,102.0,"Comedy,Drama",6.7,12273,IFC,548000.0,2012-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dream House,Dream House,2011-01-01,84.0,"Drama,Mystery,Thriller",6.0,59714,Uni.,21300000.0,2011-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Underworld Awakening,Underworld Awakening,2012-01-01,88.0,"Action,Fantasy,Horror",6.4,138350,SGem,62300000.0,2012-01-01,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
